rownames,year,rank,games_played,home_games,wins,losses,runs_scored,at_bats,hits,doubles,triples,homeruns,walks,strikeouts_by_batters,stolen_bases,caught_stealing,batters_hit_by_pitch,sacrifice_flies,opponents_runs_scored,earned_runs_allowed,earned_run_average,complete_games,shutouts,saves,outs_pitches,hits_allowed,homeruns_allowed,walks_allowed,strikeouts_by_pitchers,errors,double_plays,fielding_percentage,home_attendance
-1.7189858800426476,-2.1540618986070124,0.9023580137945726,-5.226693482382988,,-3.8468145384211048,-2.156988916876119,-3.1428511089106976,-5.099904532737086,-4.423843084360401,-3.0285467027234314,-0.5263910069093046,-1.69577014740958,-3.612308166572996,-2.243674233411838,,,,,-1.5844710078727924,-2.597944133470483,0.4456796557436321,0.05876250033369433,-1.781304310121529,-1.5619928442039235,-5.125630296213071,-3.2961474154818022,-1.8305282254235684,-3.8041981625791843,-2.3167265241237054,2.5020817867779663,-3.3169850530976857,-6.313079414115786,
-1.717741590589124,-2.1540618986070124,-0.4384166048163988,-5.116794953966733,,-2.8409354605205954,-3.1033328771289663,-2.746603343272527,-4.732194055877259,-3.928844064462907,-3.1961226887654877,-0.6640457658079995,-1.728300554264209,-4.035843699634059,-2.287088541749594,,,,,-2.9454354346148293,-3.3451307171452624,-2.0854035145125107,0.34710456253831745,-1.17797677866709,-1.6253833409716163,-4.951043950744847,-4.226547180966169,-1.8649827812500932,-3.8487685538425223,-2.270138494324735,1.604453407729418,-3.3488987599515623,-4.524855321520566,
-1.7164973011356006,-2.1540618986070124,-0.8853414776867226,-5.061845689758606,,-2.589465691045468,-3.2295120718293457,-2.762453253898054,-4.737140833592862,-3.810474733617854,-2.972688040709413,-0.43462116764350817,-1.6469745371276372,-3.788781305348439,-2.1434873680170163,,,,,-3.1253330312531444,-3.3451307171452624,-2.180149943345628,0.39953039203006707,-1.17797677866709,-1.6253833409716163,-4.860740668606111,-3.9873015269844747,-1.8305282254235684,-3.982479727632537,-2.1303744049278235,1.094689143084563,-3.1893302256821805,-3.5255536227173554,
-1.7152530116820772,-2.1540618986070124,0.008508268053925003,-5.116794953966733,,-3.029537787626941,-2.787884890378017,-3.198325796100041,-5.0290007188134425,-4.499169022170889,-3.419557336821563,-0.43462116764350817,-1.7770961645461518,-3.797604962287211,-2.1201104327582243,,,,,-2.8906839921596896,-3.1956934004103066,-1.625206574465939,0.16361415931719364,-1.781304310121529,-1.6253833409716163,-4.969104607172595,-4.173381480081348,-1.8649827812500932,-3.527861736746487,-2.160323852655733,1.2498347888460406,-3.4446398805131913,-4.156691537750962,
-1.7140087222285538,-2.1289321693697496,-1.3322663505570465,-5.116794953966733,,-2.212261036832777,-3.6080496559304844,-3.0873764217213537,-4.959745830795,-4.477647325653607,-2.972688040709413,-0.9393552836053889,-1.7608309611188375,-3.9917254149401984,-2.0967334974994327,,,,,-3.4929498591662234,-3.3451307171452624,-2.0854035145125107,0.3208916477924426,-0.1724308929096918,-1.6253833409716163,-4.951043950744847,-4.104266068931081,-1.7960736695970434,-4.00922196239054,-1.9872825991166994,0.6624977013204472,-2.8382794502895403,-2.9996053601893493,
-1.7127644327750302,-2.1289321693697496,0.008508268053925003,-5.061845689758606,,-2.9038029028893773,-2.914064085078397,-2.508854683889625,-4.773417203507285,-3.7136270992900835,-2.674775176634646,-1.16877988176988,-1.7445657576915232,-3.5240715971852747,-2.0867148109599505,,,,,-2.7890027418858594,-3.3077713879615236,-2.0177274939174263,0.39953039203006707,-1.781304310121529,-1.6253833409716163,-4.908902419080103,-4.199964330523758,-1.8305282254235684,-4.035964197148543,-2.017232046844609,1.5047169211684681,-3.1893302256821805,-4.209286364003763,
-1.7115201433215068,-2.1289321693697496,-0.8853414776867226,-5.061845689758606,,-2.4637308063079044,-3.355691266529725,-2.8100029857746343,-4.859161350577738,-3.9718874574974716,-3.1216444727467962,-1.0770100425040836,-1.7120353508368944,-3.788781305348439,-2.1401478058371888,,,,,-3.1800844737082836,-3.5543429605742007,-2.7350933122253167,0.39953039203006707,-0.7757584243641307,-1.6253833409716163,-4.92696307550785,-4.364778003266704,-1.8649827812500932,-3.7863700060738488,-1.8674848082050608,1.1168528067647743,-3.1893302256821805,-3.7359329277285576,
-1.7102758538679834,-2.1289321693697496,0.4554331409242488,-4.951947161342351,,-3.2810075571020683,-2.535526500977258,-3.1270011982851704,-4.8278317583789185,-4.439984356748363,-2.95406848670474,-1.3982044799343714,-1.7445657576915232,-3.7358393637158063,-1.9531323237668547,,,,,-2.8124676457952047,-3.277883924614532,-2.0854035145125107,0.34710456253831745,-1.5801951329700492,-1.5619928442039235,-4.746356511230378,-3.9660352466305464,-1.8477555033368307,-3.5724321280098255,-1.9939380319451239,1.3495712754069906,-3.1893302256821805,-3.841122580234159,
-1.70903156441446,-2.1289321693697496,0.9023580137945726,-5.061845689758606,,-3.8468145384211048,-1.9677201248255498,-3.4202245448574167,-4.972937238036608,-4.386180115455157,-3.158883580756142,-1.16877988176988,-1.7608309611188375,-3.6917210790219452,-1.8963597667097891,,,,,-2.3588128368811927,-3.2106371320838023,-1.7064177991800398,0.2160399888089433,-1.781304310121529,-1.6253833409716163,-4.9329832943171,-4.136165489461973,-1.8477555033368307,-3.85768263209519,-2.1104081064425504,2.3026088136560667,-3.3488987599515623,-5.524157020323777,
-1.7077872749609364,-2.1289321693697496,-0.4384166048163988,-5.006896425550478,,-2.7152005757830318,-3.1033328771289663,-2.651503879519366,-4.83112961018932,-4.106398060730486,-2.3768623125598793,-0.7099306854408977,-1.6632397405549515,-3.859370560858616,-1.8830015179904795,,,,,-2.7420729340671683,-3.292827656288028,-2.00419228979841,0.34710456253831745,-0.7757584243641307,-1.6253833409716163,-4.878801325033858,-4.029834087692332,-1.813300947510306,-3.5813462062624932,-2.0238874796730335,1.5822897440492067,-3.0297616914127987,-4.156691537750962,
-1.706542985507413,-2.103802440132487,-0.4384166048163988,-4.072758934012311,,-1.897923824988868,-2.787884890378017,-2.3265807116960664,-3.8285826598271013,-3.4123233480481305,-2.4141014205692253,0.3913073857486602,-1.7608309611188375,-3.612308166572996,-1.5624035487270498,,,,,-2.5230671642466107,-3.008896754491612,-2.058333106274477,0.8451499427099392,-0.37354007006117146,-1.6253833409716163,-3.933626971981749,-3.556659349817425,-1.8477555033368307,-3.9289952581165313,-1.9406945693177289,1.8039263808513175,-2.391487554335271,-3.420363970211754,
-1.7052986960538896,-2.103802440132487,-0.8853414776867226,-3.7980126129716734,,-1.394984286038613,-2.914064085078397,-0.9951882191518142,-3.3157667033095843,-2.605259728650042,-1.799656138415019,0.2536526268499655,-1.4680572994271792,-3.5064242833077306,-1.86964326927117,,,,,-2.656034953066235,-3.023840486165107,-2.2613611680597288,0.871362857455814,0.6320058156962267,-1.6253833409716163,-3.692818219611785,-3.2429817145969815,-1.744391835857256,-3.9379093363691986,-1.8342076440629391,1.6709443987700512,-2.5191423817507768,-3.05220018644215,
-1.7040544066003662,-2.103802440132487,0.008508268053925003,-3.852961877179801,,-1.897923824988868,-2.724795293027827,-1.98580763324724,-3.4823082197348874,-3.008791538349086,-1.2596890722795044,-0.6181608461751011,-1.7445657576915232,-3.656426451266857,-1.6291947923235977,,,,,-2.1632719709699804,-2.8744031694301513,-1.8959106568462754,0.9500016016934385,-0.7757584243641307,-1.6253833409716163,-3.747000188895027,-3.216398864154571,-1.813300947510306,-3.8398544755898545,-1.8974342559329704,2.3580179728565946,-2.7106246228740347,-3.7359329277285576,
-1.7028101171468426,-2.103802440132487,0.9023580137945726,-3.9079111413879284,,-3.0924052299957228,-1.3368241513236518,-2.8971774942150317,-3.695019661505819,-3.77281176471261,-2.209286326517823,-0.7558156050737959,-1.728300554264209,-3.974078101062654,-1.8963597667097891,,,,,-1.772190239147556,-2.7623251818789343,-1.638741778584956,0.871362857455814,-1.3790859558185695,-1.6253833409716163,-3.765060845322774,-2.9186709391995733,-1.8305282254235684,-3.3139238586824638,-1.6445278084528445,2.635063768859233,-3.0297616914127987,-4.314476016509364,
-1.7015658276933192,-2.103802440132487,0.4554331409242488,-3.962860405596056,,-2.0865261520952134,-2.4724369036270684,-1.6054097782345964,-3.5334249227961188,-2.981889417702483,-2.004471232466421,0.34542246611576194,-1.6632397405549515,-3.7181920498382617,-1.919736701968581,,,,,-1.7487253352382106,-3.008896754491612,-2.126009126869561,0.871362857455814,-1.17797677866709,-1.6253833409716163,-3.8553641274615105,-3.2482982846854633,-1.709937280030731,-3.625916597525831,-1.7809641814355441,3.1226643698238763,-2.8382794502895403,-4.89301910529017,
-1.7003215382397958,-2.103802440132487,-1.3322663505570465,-3.7430633487635463,,-1.0806470741947038,-3.2295120718293457,-0.5989404535136439,-3.0272046698994064,-1.9596088331315713,-1.7251779223963273,0.43719230538155845,-1.598178926845694,-3.4976006263689583,-2.0366213782625397,,,,,-2.6012835106110956,-2.9864811569813683,-2.2748963721787456,0.7140853689805651,-1.3790859558185695,-1.4986023474362307,-3.5543531869990557,-3.2004491538891244,-1.744391835857256,-3.7952840843265165,-1.5047637190559329,2.3690998046967002,-3.061675398266675,-3.6307432752229567,
-1.6990772487862724,-2.103802440132487,1.3492828866648965,-4.512353047677331,,-3.406742441839632,-1.7784513327749805,-3.2617254386021486,-4.315015801861402,-4.170963150282334,-3.2333617967748336,-1.2146648014027783,-1.7120353508368944,-4.053491013511604,-1.8162102743939317,,,,,-1.7643686045111076,-2.672662791837961,-0.9078407561580487,0.4781691362676916,-0.9768676015156104,-1.6253833409716163,-4.3189209757736915,-3.1472834530043037,-1.8305282254235684,-3.884424866853193,-2.160323852655733,2.5464091141383887,-3.1893302256821805,-5.155993236554173,
-1.6978329593327488,-2.103802440132487,1.79620775953522,-4.1826574624285655,,-3.5953447689459774,-1.2737345539734621,-2.9051024495277953,-3.9357628436651675,-3.735148795807366,-2.469960082583244,-0.9852402032382871,-1.728300554264209,-3.9034888455524768,-2.0032257564642655,,,,,-1.1308161989587802,-2.77726891355243,-1.4357137167997043,0.7665111984723146,-1.3790859558185695,-1.6253833409716163,-4.041990910548233,-2.801706397252967,-1.675482724204206,-3.9289952581165313,-1.9007619723471827,3.2334826882249317,-2.965934277705046,-5.050803584048572,
-1.6965886698792254,-2.0786727108952237,1.3492828866648965,-3.7430633487635463,,-3.2810075571020683,-1.1475553592730825,-2.825852896400161,-3.7362428091358444,-3.756670492324648,-2.4327209745738982,-0.38873624801060996,-1.7445657576915232,-3.5064242833077306,-1.5189892403892937,,,,,-1.451503219053168,-2.493338011756014,-1.043192797348217,0.6878724542346902,-0.7757584243641307,-1.5619928442039235,-3.7771012829412722,-2.5943601638021656,-1.7271645579439936,-3.652658832283834,-1.980627166288275,2.657227432539444,-2.6148835023124057,-4.209286364003763,
-1.695344380425702,-2.0786727108952237,0.9023580137945726,-3.688114084555419,,-2.275128479201559,-2.0308097221757397,-2.1522316948152715,-3.541669552322124,-3.1648238380993834,-1.8741343544337106,-0.20519656947901696,-1.4680572994271792,-3.3740694292261484,-1.8729828314509973,,,,,-1.8112984123297984,-2.485866145919266,-1.0567280014672333,0.6354466247429406,-1.17797677866709,-1.6253833409716163,-3.7429867096888607,-2.801706397252967,-1.8649827812500932,-3.5813462062624932,-1.9772994498740628,2.202872327095117,-2.6467972091662824,-3.683338101475757,
-1.6941000909721786,-2.0786727108952237,-1.3322663505570465,-3.688114084555419,,-0.5777075352444492,-3.7342288506308643,-1.185387146658136,-3.450978627536068,-2.642922697555286,-1.3155477342935231,-0.29696640874481345,-1.728300554264209,-3.3828930861649202,-1.8863410801703069,,,,,-2.898505626796138,-3.15086220538982,-2.6132764751541657,0.8975757722016888,-0.37354007006117146,-1.435211850668538,-3.560373405808305,-3.960718676542064,-1.7616191137705184,-3.198040841397784,-1.37831049531587,1.7817627171711066,-3.061675398266675,-3.05220018644215,
-1.692855801518655,-2.0786727108952237,-0.4384166048163988,-3.7430633487635463,,-1.835056382620086,-2.4724369036270684,-2.3820553988854103,-3.6702857729278033,-3.4499863169533747,-1.9486125704524022,0.29953754648286374,-1.6795049439822658,-3.6299554804505405,-1.819549836573759,,,,,-2.7420729340671683,-3.1956934004103066,-2.6538820875112163,0.9762145164393133,-0.5746492472126511,-1.5619928442039235,-3.6526834275501243,-3.6257747609676922,-1.8305282254235684,-3.4743772672304813,-1.6378723756244202,1.7928445490112122,-2.7106246228740347,-3.209984665200552,
-1.6916115120651316,-2.0786727108952237,1.79620775953522,-3.852961877179801,,-3.4696098842084138,-1.0844657619228926,-3.1032263323468805,-3.846720844784312,-3.86427897491106,-2.674775176634646,-0.43462116764350817,-1.6795049439822658,-3.6387791373893124,-1.7193629711789373,,,,,-1.6861522581466226,-2.9491218277976294,-1.9229810650843089,0.871362857455814,-1.3790859558185695,-1.6253833409716163,-3.9316202323786658,-3.0941177521194825,-1.7271645579439936,-3.5635180497571577,-1.907417405175607,2.978600555902504,-2.806365743435664,-4.9456139315429715,
-1.6903672226116082,-2.0786727108952237,-0.8853414776867226,-3.6331648203472913,,-1.5207191707761767,-2.787884890378017,-2.128456828876981,-3.3503941473188057,-3.089497900288895,-2.246525434527169,-0.5263910069093046,-1.6632397405549515,-3.5152479402465024,-1.9898675077449561,,,,,-3.039295050252211,-3.3002995221247757,-3.005797394605653,0.7665111984723146,0.6320058156962267,-1.435211850668538,-3.415888154386326,-3.7427393029142983,-1.778846391683781,-3.8933389451058606,-1.6478555248670568,2.0920540086940616,-2.6787109160201585,-3.209984665200552,
-1.6891229331580848,-2.0786727108952237,0.008508268053925003,-3.852961877179801,,-2.212261036832777,-2.156988916876119,-2.342430622321593,-3.6620411434017983,-3.2939540172030775,-2.246525434527169,-0.38873624801060996,-1.7120353508368944,-3.241714575144566,-1.742739906437729,,,,,-1.9520878357858713,-2.7100221210216997,-1.5169249415138044,0.9237886869475637,-1.17797677866709,-1.6253833409716163,-3.7831215017505215,-3.227032004331535,-1.7616191137705184,-3.3495801716931344,-2.037198345329882,2.1917904952550114,-2.5191423817507768,-3.7359329277285576,
-1.6878786437045612,-2.0786727108952237,0.4554331409242488,-3.7430633487635463,,-2.275128479201559,-2.0938993195259292,-2.183931516066325,-3.634009403013381,-3.5952577684450304,-1.9672321244570752,0.29953754648286374,-1.6632397405549515,-3.5858371957566795,-1.682627787200836,,,,,-2.4839589910643682,-2.9565936936343773,-2.1530795351075946,0.5830207952511909,-0.5746492472126511,-1.3084308571331524,-3.634622771122377,-3.498177078844122,-1.675482724204206,-3.483291345483149,-1.6112506443107228,2.0698903450138504,-2.806365743435664,-3.420363970211754,
-1.6866343542510378,-2.053542981657961,-0.4384166048163988,-3.852961877179801,,-1.9607912673576497,-2.4093473062768784,-1.9620327673089497,-3.642254032539386,-3.0679762037716127,-1.4458846123262334,0.20776770721706722,-1.598178926845694,-3.347598458409832,-1.709344284639455,,,,,-1.8816931240578347,-2.64277532849097,-1.381572900323637,0.6878724542346902,-0.9768676015156104,-1.6253833409716163,-3.757033886910442,-2.5837270236252015,-1.744391835857256,-3.55460397150449,-1.9839548827024873,2.657227432539444,-2.8382794502895403,-4.156691537750962,
-1.6853900647975144,-2.053542981657961,0.9023580137945726,-3.852961877179801,,-2.4008633639391226,-1.9677201248255498,-2.6990536113959465,-3.812093400775091,-3.4123233480481305,-2.1161885564944587,-0.8475854443395924,-1.7120353508368944,-3.329951144532288,-1.9664905724861643,,,,,-2.171093605606429,-2.747381450205439,-1.5575305538708553,0.6878724542346902,-0.7757584243641307,-1.435211850668538,-3.8272697730183483,-3.2110822940660886,-1.744391835857256,-3.073243745860437,-1.9373668529035166,1.7374353898106845,-2.6467972091662824,-3.2625794914533524,
-1.684145775343991,-2.053542981657961,-1.3322663505570465,-3.7980126129716734,,-1.2692494013010494,-3.0402432797787764,-1.090287682904975,-3.4856060715452895,-2.4169448841238212,-1.4458846123262334,-0.43462116764350817,-1.598178926845694,-3.0652414363691234,-1.862964144911515,,,,,-2.4057426446998833,-2.889346901103647,-1.9365162692033253,0.9237886869475637,-0.1724308929096918,-1.6253833409716163,-3.7429867096888607,-3.429061667693855,-1.6582554462909438,-3.260439389166458,-1.8408630768913634,1.5601260803689958,-2.6467972091662824,-2.8944157076837485,
-1.6829014858904674,-2.053542981657961,1.3492828866648965,-3.7430633487635463,,-2.5265982486766863,-1.7784513327749805,-2.342430622321593,-3.4806592938296865,-3.073356627900933,-2.1348081104991317,-0.29696640874481345,-1.6795049439822658,-3.1358306918793004,-1.862964144911515,,,,,-2.139807067060635,-2.7025502551849523,-1.5981361662279054,0.9500016016934385,-1.5801951329700492,-1.6253833409716163,-3.6506766879470414,-3.3493131163666234,-1.744391835857256,-3.2247830761557874,-1.8009304799208172,1.9923175221331118,-2.200005313212013,-3.5255536227173554,
-1.681657196436944,-2.053542981657961,0.008508268053925003,-3.7980126129716734,,-2.212261036832777,-2.0938993195259292,-1.9620327673089497,-3.6818282542642105,-3.1594434139700627,-1.9299930164477295,0.34542246611576194,-1.5168529097091223,-3.100536064124212,-1.776135528236003,,,,,-2.0224825475139077,-2.754853316042187,-1.638741778584956,0.9762145164393133,0.028678284241787835,-1.6253833409716163,-3.7429867096888607,-3.0941177521194825,-1.7616191137705184,-3.1267282153764433,-1.7177375695655126,1.8814992037320564,-1.8170408309654968,-3.420363970211754,
-1.6804129069834206,-2.053542981657961,-0.8853414776867226,-3.7430633487635463,,-1.835056382620086,-2.4724369036270684,-1.906558080119606,-3.546616330037727,-3.1594434139700627,-1.6879388143869816,-0.38873624801060996,-1.6144441302730084,-3.0122994947364905,-1.8963597667097891,,,,,-2.045947451423253,-2.881875035266899,-1.9771218815603762,0.7927241132181895,-0.5746492472126511,-1.6253833409716163,-3.6647238651686225,-3.2482982846854633,-1.813300947510306,-3.1178141371237755,-1.7210652859797249,2.4577544594175444,-2.263832726919766,-3.94631223273976,
-1.6791686175298972,-2.053542981657961,0.4554331409242488,-3.7430633487635463,,-2.3379959215703408,-1.9677201248255498,-2.2869559351322497,-3.5977330330989585,-3.299334441332398,-2.06032989448044,-0.6640457658079995,-1.7120353508368944,-3.0652414363691234,-1.8095311500342768,,,,,-2.0381258167868044,-2.493338011756014,-1.2191504508954352,1.028640345931063,-0.37354007006117146,-1.6253833409716163,-3.5844542810453013,-2.987786350349841,-1.709937280030731,-2.9127903373124195,-1.9107451215898192,1.5822897440492067,-2.1361778995042604,-2.8418208814309476,
-1.6779243280763736,-2.053542981657961,1.79620775953522,-3.852961877179801,,-2.7780680181518136,-1.6522721380746008,-2.199781426691852,-3.520233515554511,-3.154062989840742,-2.246525434527169,-0.6640457658079995,-1.6795049439822658,-3.232890918205794,-2.0466400648020215,,,,,-1.529719565417653,-2.2243508416330933,-0.43410861199246054,0.8975757722016888,-0.9768676015156104,-1.6253833409716163,-3.7871349809566874,-2.578410453536719,-1.709937280030731,-3.278267545671793,-1.9473500021461532,2.0477266813336397,-2.7744520365817875,-3.578148448970156,
-1.6766800386228502,-2.028413252420698,-0.4384166048163988,-3.7980126129716734,,-1.9607912673576497,-2.3462577089266885,-1.4865354485431455,-3.462521108872475,-2.7397703318830566,-1.6506997063776356,0.0701129483183725,-1.500587706281808,-3.277009202899655,-1.8496058961922055,,,,,-1.772190239147556,-2.40367562171504,-0.8266295314439478,0.871362857455814,-1.3790859558185695,-1.6253833409716163,-3.7891417205597704,-3.1313337427388572,-1.6238008904644188,-3.331752015187799,-1.6445278084528445,1.626617071409629,-3.0297616914127987,-3.209984665200552,
-1.6754357491693268,-2.028413252420698,-0.4384166048163988,-3.7430633487635463,,-1.9607912673576497,-2.3462577089266885,-1.7084341973005208,-3.4790103679244853,-2.9280851764092772,-2.246525434527169,0.20776770721706722,-1.549383316563751,-3.1181833780017563,-1.7961729013149672,,,,,-2.139807067060635,-2.6502471943277177,-1.4357137167997043,0.9237886869475637,-1.17797677866709,-1.6253833409716163,-3.7168990948487814,-3.343996546278141,-1.7271645579439936,-3.661572910536502,-1.4282262415290528,1.6155352395695235,-3.1893302256821805,-3.209984665200552,
-1.6741914597158034,-2.028413252420698,-1.3322663505570465,-3.7980126129716734,,-1.3321168436698312,-2.9771536824285865,-0.6623400960157512,-3.3025752960679764,-2.5568359114861567,-0.47766780408324183,0.3913073857486602,-1.549383316563751,-3.0475941224915792,-1.7360607820780742,,,,,-2.616926779883993,-2.9864811569813683,-2.220755555702678,0.9762145164393133,-0.5746492472126511,-1.6253833409716163,-3.628602552313128,-3.72147302256037,-1.675482724204206,-3.4387209542198107,-1.6711495397665421,2.3026088136560667,-2.6467972091662824,-3.841122580234159,
-1.6729471702622798,-2.028413252420698,0.4554331409242488,-3.7980126129716734,,-2.1493935944639952,-2.283168111576499,-2.2631810691939593,-3.658743291591396,-3.5037905582465805,-1.781036584410346,-0.2510814891119152,-1.4680572994271792,-3.224067261267022,-1.7394003442579016,,,,,-2.1632719709699804,-2.672662791837961,-1.503389737394788,0.9237886869475637,-1.17797677866709,-1.6253833409716163,-3.700845178024117,-3.3174136958357305,-1.520437222984844,-3.1712986066397812,-1.8275522112345146,2.103135840534167,-2.1042641926503842,-3.472958796464555,
-1.6717028808087564,-2.028413252420698,0.4554331409242488,-3.688114084555419,,-2.1493935944639952,-2.220078514226309,-2.223556292630142,-3.436138294389259,-3.4607471652120156,-2.19066677251315,-0.06754181058032223,-1.4843225028544935,-3.224067261267022,-1.5824409218060143,,,,,-1.5610061039634469,-2.4260912192252837,-1.1920800426574014,0.9500016016934385,-0.5746492472126511,-1.6253833409716163,-3.452009467241821,-2.9718366400843945,-1.5721190567246315,-3.198040841397784,-1.4215708087006282,2.5242454504581775,-2.965934277705046,-4.104096711498162,
